downloaded,item_id,item_definition,category,12,18,21,28,32,33
2023-03-30,477,TRUCK,vehicles,0,0,0,1,1,1
2023-03-30,478,ANGRY,descriptive_words,0,0,0,1,1,0
2023-03-30,479,BAD,descriptive_words,0,0,1,1,1,1
2023-03-30,480,BETTER,descriptive_words,0,0,0,1,1,0
2023-03-30,481,BIG,descriptive_words,0,0,0,1,1,1
2023-03-30,482,BLACK,descriptive_words,0,0,0,1,1,1
2023-03-30,483,BLUE,descriptive_words,0,0,0,1,1,1
2023-03-30,484,BROWN,descriptive_words,0,0,0,1,1,1
2023-03-30,485,CAREFUL,descriptive_words,0,0,0,1,1,0
2023-03-30,486,COLD,descriptive_words,0,0,0,1,1,1
2023-03-30,487,CRAZY,descriptive_words,0,0,0,0,1,0
2023-03-30,488,CUTE,descriptive_words,0,0,0,0,0,0
2023-03-30,489,DARK,descriptive_words,0,0,0,1,0,0
2023-03-30,490,DEAF,descriptive_words,0,0,0,0,0,0
2023-03-30,491,DELICIOUS,descriptive_words,0,0,0,1,0,0
2023-03-30,492,DIRTY,descriptive_words,0,1,1,1,1,1
2023-03-30,493,DRY,descriptive_words,0,0,0,1,1,1
2023-03-30,494,EMPTY,descriptive_words,0,0,0,0,0,0
2023-03-30,495,FAST,descriptive_words,0,0,0,1,1,0
2023-03-30,496,FINE,descriptive_words,0,0,0,1,0,0
2023-03-30,497,FIRST,descriptive_words,0,0,0,0,0,0
2023-03-30,498,FULL,descriptive_words,0,0,0,1,0,0
2023-03-30,499,FUNNY,descriptive_words,0,0,0,1,1,1
2023-03-30,500,GOOD,descriptive_words,0,0,0,1,1,0
2023-03-30,501,GREEN,descriptive_words,0,0,0,1,1,1
2023-03-30,502,HAPPY,descriptive_words,0,0,0,1,1,0
2023-03-30,503,HARD,descriptive_words,0,0,0,0,0,0
2023-03-30,504,HEAVY,descriptive_words,0,0,0,0,1,0
2023-03-30,505,HIGH,descriptive_words,0,0,0,1,0,0
2023-03-30,506,HOT,descriptive_words,0,0,0,1,1,1
2023-03-30,507,HUNGRY,descriptive_words,0,0,0,1,0,1
2023-03-30,508,HURT,descriptive_words,0,1,1,1,1,1
2023-03-30,509,LAST,descriptive_words,0,0,0,0,0,0
2023-03-30,510,LITTLE,descriptive_words,0,0,0,1,1,1
2023-03-30,511,LONG,descriptive_words,0,0,0,0,0,1
2023-03-30,512,NEW,descriptive_words,0,0,0,1,1,0
2023-03-30,513,NICE,descriptive_words,0,0,0,1,0,0
2023-03-30,514,NOISY,descriptive_words,0,0,0,0,1,0
2023-03-30,515,OLD,descriptive_words,0,0,0,1,0,0
2023-03-30,516,PINK,descriptive_words,0,0,0,1,1,1
2023-03-30,517,POOR,descriptive_words,0,0,0,0,0,0
2023-03-30,518,PRETTY,descriptive_words,0,0,0,1,0,0
2023-03-30,519,PURPLE,descriptive_words,0,0,0,1,1,1
2023-03-30,520,QUIET,descriptive_words,0,0,0,1,0,1
2023-03-30,521,RED,descriptive_words,0,0,0,1,1,1
2023-03-30,522,SAD,descriptive_words,0,0,0,0,1,0
2023-03-30,523,SCARED,descriptive_words,0,0,0,1,0,0
2023-03-30,524,SICK,descriptive_words,0,0,0,1,1,1
2023-03-30,525,SILLY,descriptive_words,0,0,0,0,1,0
2023-03-30,526,SLEEPY,descriptive_words,0,0,1,1,1,1
2023-03-30,527,SLOW,descriptive_words,0,0,0,1,0,0
2023-03-30,528,SOFT,descriptive_words,0,0,0,1,0,0
2023-03-30,529,STICKY,descriptive_words,0,0,0,0,0,0
2023-03-30,530,STUCK,descriptive_words,0,0,0,1,0,0
2023-03-30,531,THIRSTY,descriptive_words,0,0,1,1,1,0
2023-03-30,532,TIRED,descriptive_words,0,0,0,1,1,1
2023-03-30,533,UPSET,descriptive_words,0,0,0,1,0,0
2023-03-30,534,WET,descriptive_words,0,0,0,1,1,1
2023-03-30,535,WHITE,descriptive_words,0,0,0,1,1,1
2023-03-30,536,WINDY,descriptive_words,0,0,0,1,0,0
2023-03-30,537,YELLOW,descriptive_words,0,0,0,1,1,1
2023-03-30,538,YUCKY,descriptive_words,0,0,0,1,0,0
2023-03-30,539,CAN,helping_verbs,0,0,0,0,0,0
2023-03-30,540,CAN'T,helping_verbs,0,0,0,0,0,0
2023-03-30,541,DON'T-LIKE,helping_verbs,0,0,0,0,0,0
2023-03-30,542,DON'T-WANT,helping_verbs,0,0,0,1,0,0
2023-03-30,543,LET-ME-SEE,helping_verbs,0,0,0,1,1,0
2023-03-30,544,WANT,helping_verbs,0,0,0,1,1,0
2023-03-30,545,WILL,helping_verbs,0,0,0,1,0,0
2023-03-30,546,A LOT/MUCH,helping_verbs,0,0,0,0,0,0
2023-03-30,547,ALL,helping_verbs,0,0,0,0,0,0
2023-03-30,548,GONE/ALL-GONE,helping_verbs,0,0,0,1,1,0
2023-03-30,549,MANY,helping_verbs,0,0,0,1,1,0
2023-03-30,550,MORE,helping_verbs,0,0,1,1,1,1
2023-03-30,551,NONE,helping_verbs,0,0,0,1,1,0
2023-03-30,552,NOT,helping_verbs,0,0,0,0,0,0
2023-03-30,553,NUMBERS,helping_verbs,0,0,0,0,0,0
2023-03-30,554,OTHER,helping_verbs,0,0,0,0,0,0
2023-03-30,555,SAME,helping_verbs,0,0,0,1,0,0
2023-03-30,556,SOME,helping_verbs,0,0,0,0,0,0
2023-03-30,557,AND,helping_verbs,0,0,0,1,0,0
2023-03-30,558,BECAUSE,helping_verbs,0,0,0,0,0,0
2023-03-30,559,BUT,helping_verbs,0,0,0,0,0,0
2023-03-30,560,IF/SUPPOSE,helping_verbs,0,0,0,0,0,0
